"Label","String","Translation",""
"Hint_G2_24","Let's brush those little twerps off
and grab the Mini Paint Star!","Let's brush those little twerps off
and grab the Mini Paint Star!",""
"Hint_R2_16","Let's grab that blue Mini Paint Star!","Let's grab that blue Mini Paint Star!",""
"Hint_B2_21","If you look closely at the Five Fun
Guys, they all have the same exact
face. So creepy...","If you look closely at the Five Fun
Guys, they all have the same exact
face. So creepy...",""
"Hint_O2_14","I can't believe there was a Mini
Paint Star hiding in the engine
of that train! Let's go get it.","I can't believe there was a Mini
Paint Star hiding in the engine
of that train! Let's go get it.",""
"Hint_G2_25","Mario, I know Kamek is scary, but
we have to defeat him to get that
Mini Paint Star!","Mario, I know Kamek is scary, but
we have to defeat him to get that
Mini Paint Star!",""
"Hint_B2_22","Why was that blue Toad in the boat 
so desperate to find his purpose in
life? We should let him know if we
have any ideas.","Why was that blue Toad in the boat 
so desperate to find his purpose in
life? We should let him know if we
have any ideas.",""
"Hint_Y1_20","Seems like there's something on the
other side of that window...","Seems like there's something on the
other side of that window...",""
"Hint_O2_15","Whew, I'm glad the train tracks are
all fixed now. I was feeling kinda
bad about destroying them.","Whew, I'm glad the train tracks are
all fixed now. I was feeling kinda
bad about destroying them.",""
"Hint_O3_21","There were lots of Toads inside that
building. Let's hear what they have
to say.","There were lots of Toads inside that
building. Let's hear what they have
to say.",""
"Hint_KP_01","All right, where's this Bowser fellow?
Lemme at him!","All right, where's this Bowser fellow?
Lemme at him!",""
"Hint_B2_23","The shape of that blue Toad's
head... Doesn't it seem like we've
seen it somewhere?","The shape of that blue Toad's
head... Doesn't it seem like we've
seen it somewhere?",""
"Hint_Y1_21","Whenever you find something with
an Unfurl Mark, there must be an
Unfurl Block nearby as well...","Whenever you find something with
an Unfurl Mark, there must be an
Unfurl Block nearby as well...",""
"Hint_O2_16","Yay! Grab the Mini Paint Star, Mario!","Yay! Grab the Mini Paint Star, Mario!",""
"Hint_O3_22","There must be some kind of diagram
of the engine posted on the wall
around here somewhere. Let's see
if we can find it.","There must be some kind of diagram
of the engine posted on the wall
around here somewhere. Let's see
if we can find it.",""
"Hint_KP_02","Princess Peach has been color
drained! We have to repaint her!","Princess Peach has been color
drained! We have to repaint her!",""
"Hint_R2_19","*sniff* Yep, I smell paint.
Maybe there's still a Paint Star
around here. Let's go look for it!","*sniff* Yep, I smell paint.
Maybe there's still a Paint Star
around here. Let's go look for it!",""
"Hint_Y1_22","Grab the yellow Mini Paint Star, and
let's go complain to the gatekeeper!","Grab the yellow Mini Paint Star, and
let's go complain to the gatekeeper!",""
"Hint_O2_17","You know what? I can still smell a
Paint Star around here somewhere.
I think it's...red. Yep, definitely red.","You know what? I can still smell a
Paint Star around here somewhere.
I think it's...red. Yep, definitely red.",""
"Hint_O3_23","Factories are filled with all kinds of
things, and I'm betting this one may
even have a Thing. Let's do a little
more searching...","Factories are filled with all kinds of
things, and I'm betting this one may
even have a Thing. Let's do a little
more searching...",""
"Hint_KP_03","OK, Mario. Take a deep breath, and
let's challenge Roy again!","OK, Mario. Take a deep breath, and
let's challenge Roy again!",""
"G4_Circus_Poster01"," ★ The Emerald Circus ★
 Thanks for painting this poster!"," ★ The Emerald Circus ★
 Thanks for painting this poster!",""
"Hint_Y1_23","Well, you Unfurled the chair. Only
thing left to do now is repaint it.
C'mon, Mario!","Well, you Unfurled the chair. Only
thing left to do now is repaint it.
C'mon, Mario!",""
"Hint_O2_18","Hmm...how can we get over there?
I mean, I can just float there, but
you're going to have to, like, drop
something on the spikes to stand on.","Hmm...how can we get over there?
I mean, I can just float there, but
you're going to have to, like, drop
something on the spikes to stand on.",""
"Hint_O4_30","What's that Thing inside the big
block of ice?","What's that Thing inside the big
block of ice?",""
"Hint_G4_02","There are two Mini Paint Stars!
Which should we get first?","There are two Mini Paint Stars!
Which should we get first?",""
"Hint_GB_01","Just looking at the circus tent gets
my paint stirring!","Just looking at the circus tent gets
my paint stirring!",""
"Hint_TN_42","Is that your boat? It's beautiful!
Maybe when all of this is over,
we can go for a sail.","Is that your boat? It's beautiful!
Maybe when all of this is over,
we can go for a sail.",""
"Hint_KP_04","All right, let's get back to rescuing
Princess Peach!","All right, let's get back to rescuing
Princess Peach!",""
"Hint_B1_01","Well, it wouldn't be a cave without
an entrance. Let's find a way in.","Well, it wouldn't be a cave without
an entrance. Let's find a way in.",""
"Hint_Y1_24","Doesn't it seem like we've seen
the shape of that Mountain Sage's
head somewhere before?","Doesn't it seem like we've seen
the shape of that Mountain Sage's
head somewhere before?",""
"Hint_O4_31","C'mon, let's kick all of those Shy
Guys outta the kitchen!","C'mon, let's kick all of those Shy
Guys outta the kitchen!",""
"Hint_G4_03","Let's take the other Mini Paint Star
too!","Let's take the other Mini Paint Star
too!",""
"Hint_GB_02","Let's go look for all of the red
Rescue Toads!","Let's go look for all of the red
Rescue Toads!",""
"Hint_TN_43","Let's go to the blue district and get
that blue Mini Paint Star!","Let's go to the blue district and get
that blue Mini Paint Star!",""
"FLD_DJB_06","ໍThat's awfully nice of those spooky
Toads to send a thank-you note
like this.  But I wonder why they were so
fussy about their tea party to
begin with...  ྠ","ໍThat's awfully nice of those spooky
Toads to send a thank-you note
like this.  But I wonder why they were so
fussy about their tea party to
begin with...  ྠ",""
"Hint_B1_02","It looks like that pipe is clogged.
Do you think you could unclog
it somehow?","It looks like that pipe is clogged.
Do you think you could unclog
it somehow?",""
"Hint_O4_32","That Thing inside the block of ice is
interesting, but I don't think we can
get it out right now.","That Thing inside the block of ice is
interesting, but I don't think we can
get it out right now.",""
"Hint_G4_04","I still smell paint. Let's keep
exploring!","I still smell paint. Let's keep
exploring!",""
"Hint_GB_03","All of the red Rescue Squad members
are here! There sure are a lot of
them!","All of the red Rescue Squad members
are here! There sure are a lot of
them!",""
"Hint_TN_44","There's a Toad holding a flag 
near the town entrance in the
red district. Maybe he'll be able
to tell us something.","There's a Toad holding a flag 
near the town entrance in the
red district. Maybe he'll be able
to tell us something.",""
"Hint_KP_06","Maybe we could destroy the tank in
the center if we blow up the
Bob-ombs?","Maybe we could destroy the tank in
the center if we blow up the
Bob-ombs?",""
"Hint_R1_20","There was something interesting
buried up on the cliff near the purple
Rescue Squad. I wonder what it is.","There was something interesting
buried up on the cliff near the purple
Rescue Squad. I wonder what it is.",""
"Hint_B1_03","Huh, that wall behind the pipe looks
suspicious. Well, when in doubt, cut
it out! ʼLook, what I'm saying is try
Cutout. Press  to give it a shot.","Huh, that wall behind the pipe looks
suspicious. Well, when in doubt, cut
it out! ʼLook, what I'm saying is try
Cutout. Press  to give it a shot.",""
"Hint_O4_33","We've got to cook something
delicious for that VIP. Let's go
back to the VIP room and get
started!","We've got to cook something
delicious for that VIP. Let's go
back to the VIP room and get
started!",""
"Hint_GB_04","The first act of the circus is finally
about to start! Let's go grab a seat.","The first act of the circus is finally
about to start! Let's go grab a seat.",""
"Hint_TN_45","So...the wheel isn't spinning because
there isn't any water flowing! Let's
follow the canal and see what's
up with that.","So...the wheel isn't spinning because
there isn't any water flowing! Let's
follow the canal and see what's
up with that.",""
"Hint_KP_07","Let's get out of here! It would be
REALLY bad news if we touched
the black paint.","Let's get out of here! It would be
REALLY bad news if we touched
the black paint.",""
"Letter_Peach02","Dear Mario,
I witnessed something terrible from
the airship where I'm being held.  Some horrendous black...thing
was dropped on Sunglow Ridge.  It painted everything black in an
instant!  Bowser just watched and laughed,
seemingly pleased with himself.
He must have given the order!  Why haven't you rescued me yet?!","Dear Mario,
I witnessed something terrible from
the airship where I'm being held.  Some horrendous black...thing
was dropped on Sunglow Ridge.  It painted everything black in an
instant!  Bowser just watched and laughed,
seemingly pleased with himself.
He must have given the order!  Why haven't you rescued me yet?!",""
"Hint_R1_21","Two of those creepy dancing slurpers
made off with buckets of red paint. 
Let's teach them a lesson!","Two of those creepy dancing slurpers
made off with buckets of red paint. 
Let's teach them a lesson!",""
"Hint_B1_04","I don't think we have the Thing we 
need to get that Toad out of that
pipe. Let's ask around Port Prisma.","I don't think we have the Thing we 
need to get that Toad out of that
pipe. Let's ask around Port Prisma.",""
"Hint_BB_01","The Big Paint Star is around here
somewhere. Let's find it!","The Big Paint Star is around here
somewhere. Let's find it!",""
"Hint_GB_05","Where did the Big Paint Star
go?! It's got to be around
here somewhere...","Where did the Big Paint Star
go?! It's got to be around
here somewhere...",""
"Hint_V2_31","It's finally time to set sail for the
Lost Sea! Let's talk to the captain
when we're ready.","It's finally time to set sail for the
Lost Sea! Let's talk to the captain
when we're ready.",""
"Hint_KP_08","No! Princess Peach is gone!
Think... Did anything else change?","No! Princess Peach is gone!
Think... Did anything else change?",""
"Letter_Peach03","My Dear Mario,
It seems like the airship will be
arriving...somewhere soon.  But all I see when I look around is
an endless sea of clouds. We must
be incredibly high up in the sky.  Wait... What?!
The ship is going inside something
now...  But we're so high up!
What is this place...?","My Dear Mario,
It seems like the airship will be
arriving...somewhere soon.  But all I see when I look around is
an endless sea of clouds. We must
be incredibly high up in the sky.  Wait... What?!
The ship is going inside something
now...  But we're so high up!
What is this place...?",""
"Hint_B1_05","Now that the pipe is clear, let's
head inside and help rescue the
green Rescue Squad.","Now that the pipe is clear, let's
head inside and help rescue the
green Rescue Squad.",""
"Hint_BB_02","Seems like we're stuck. Maybe you
could do some damage to that
fence with your hammer.","Seems like we're stuck. Maybe you
could do some damage to that
fence with your hammer.",""
"Hint_Y3_01","What a peaceful and cozy little
house! Must be nice to live here.","What a peaceful and cozy little
house! Must be nice to live here.",""
"Hint_GB_06","Mario, we've got to get back out
there. Let's go back on stage!","Mario, we've got to get back out
there. Let's go back on stage!",""
"Hint_V2_32","The hole in the cabin seems OK.
Let's let the captain know.","The hole in the cabin seems OK.
Let's let the captain know.",""
"Hint_KP_09","I can smell the black paint! This is it!","I can smell the black paint! This is it!",""
"Letter_Peach04","Mario,
I want to tell you what I've seen.
I was taken off the ship and led
down a long hallway.  There's no doubt about it—I'm inside
Bowser's Castle!  But, I don't really understand how
that's possible, or where the castle is
located. We seem to be surrounded
by fog...or clouds?  Regardless, I am unharmed. You may
consider this Holo-Peach proof of
life.  I've no doubt that you'll rescue me,
Mario. Please, hurry!
Love,
Peach","Mario,
I want to tell you what I've seen.
I was taken off the ship and led
down a long hallway.  There's no doubt about it—I'm inside
Bowser's Castle!  But, I don't really understand how
that's possible, or where the castle is
located. We seem to be surrounded
by fog...or clouds?  Regardless, I am unharmed. You may
consider this Holo-Peach proof of
life.  I've no doubt that you'll rescue me,
Mario. Please, hurry!
Love,
Peach",""
"Hint_R1_23","Looks like even you can't jump over
that giant cliff wall. Let's come back
once we find some more Rescue
Squad members.","Looks like even you can't jump over
that giant cliff wall. Let's come back
once we find some more Rescue
Squad members.",""
"Hint_B1_06","Some days, it seems like you'll never
make it to the bottom of the pipe,
right? Well...try one more time.
We've got to follow that guy!","Some days, it seems like you'll never
make it to the bottom of the pipe,
right? Well...try one more time.
We've got to follow that guy!",""
"Hint_Y3_02","Ah, so this is where the professor
lives! Let's go inside and meet him.","Ah, so this is where the professor
lives! Let's go inside and meet him.",""
"Hint_G4_08","Sometimes I just get the urge to beat
up a Ptooie. You ever get that urge?
They're just so annoying!","Sometimes I just get the urge to beat
up a Ptooie. You ever get that urge?
They're just so annoying!",""
"Hint_GB_07","Hmm...they just left that trampoline
out there...","Hmm...they just left that trampoline
out there...",""
"Hint_V2_33","We can't go anywhere like this. Let's
try consulting with the others on
board, yeah?","We can't go anywhere like this. Let's
try consulting with the others on
board, yeah?",""
"Letter_Peach05","Mario!
I've discovered that Bowser himself
mailed us that colorless Toad just to
lure me into his clutches!  The black paint he's covered in has
given him tremendous power, and
he's using that newfound power to
feed his ambitions.  He kidnapped me just to
demonstrate his power, and he's
not done yet.  Mario, he's planning something.
Something absolutely terrifying...","Mario!
I've discovered that Bowser himself
mailed us that colorless Toad just to
lure me into his clutches!  The black paint he's covered in has
given him tremendous power, and
he's using that newfound power to
feed his ambitions.  He kidnapped me just to
demonstrate his power, and he's
not done yet.  Mario, he's planning something.
Something absolutely terrifying...",""
"Hint_B1_07","There must be a green Rescue Squad
member nearby... I can smell the
slightest hint of green rescue paint!","There must be a green Rescue Squad
member nearby... I can smell the
slightest hint of green rescue paint!",""
"Hint_BB_04","I'm guessing only one of the three
fences will let us through.
Feeling lucky, Mario?","I'm guessing only one of the three
fences will let us through.
Feeling lucky, Mario?",""
"Hint_Y3_03","Looks like the professor has gone
to Mondo Woods... I don't think
there's anything for us to do
here right now.","Looks like the professor has gone
to Mondo Woods... I don't think
there's anything for us to do
here right now.",""
"Hint_G4_09","Thank goodness that show's over.
Let's get the Mini Paint Star and
keep moving forward.","Thank goodness that show's over.
Let's get the Mini Paint Star and
keep moving forward.",""
"Hint_V2_34","Let's help out those Rescue Toads!","Let's help out those Rescue Toads!",""
"Letter_Peach06","My Dearest Mario,
I know why Bowser is collecting
paint from all over Prism Island!  He wants to show the entire world
the power of black paint!  You wouldn't believe the wild look in
his eye when he goes on about it...
sometimes for hours.  I know Bowser has done a lot of bad
things over the years, but the black
paint has turned him into a
different beast entirely.  It's like he's possessed.
I really think he's going to do
something terrible.  Mario, please hurry to Bowser's 
Castle! If we don't stop him soon,
I fear the worst...for us all.","My Dearest Mario,
I know why Bowser is collecting
paint from all over Prism Island!  He wants to show the entire world
the power of black paint!  You wouldn't believe the wild look in
his eye when he goes on about it...
sometimes for hours.  I know Bowser has done a lot of bad
things over the years, but the black
paint has turned him into a
different beast entirely.  It's like he's possessed.
I really think he's going to do
something terrible.  Mario, please hurry to Bowser's 
Castle! If we don't stop him soon,
I fear the worst...for us all.",""
"Hint_B1_08","I think we're clear to move ahead,
Mario. I don't smell any more green
Rescue Squad members in need of
assistance here.","I think we're clear to move ahead,
Mario. I don't smell any more green
Rescue Squad members in need of
assistance here.",""
"Hint_BB_05","If you mark them with paint, you'll
be able to keep track of which
fences you've tried.","If you mark them with paint, you'll
be able to keep track of which
fences you've tried.",""
"Hint_Y4_10","Did you hear the chef calling us?
Let's go get on the parasol!","Did you hear the chef calling us?
Let's go get on the parasol!",""
"Hint_GB_09","Mario, this is the last Big Paint Star!
Let's wake it up!","Mario, this is the last Big Paint Star!
Let's wake it up!",""
"Hint_V1_10","I think there's a Paint Star nearby.
It smells incredible!","I think there's a Paint Star nearby.
It smells incredible!",""
"Hint_V2_35","I think there are still missing pages
from the Sea Journal around here
somewhere. Let's keep looking.","I think there are still missing pages
from the Sea Journal around here
somewhere. Let's keep looking.",""
"Letter_Peach07","Mario, I figured out what Bowser's
plan is!  He's going to—   ...AHHHHHHHHHHHHHHHHHH!","Mario, I figured out what Bowser's
plan is!  He's going to—   ...AHHHHHHHHHHHHHHHHHH!",""
"Hint_R1_01_01","Hmm...you've tried painting all of
the colorless spots on that house
on Ruddy Road, right? Are you sure
you got ALL of them?","Hmm...you've tried painting all of
the colorless spots on that house
on Ruddy Road, right? Are you sure
you got ALL of them?",""
"Hint_Y3_05","I wonder if the professor has
found Princess yet...","I wonder if the professor has
found Princess yet...",""
"Hint_Y4_11","Whoops! I should have known that
thing was too flimsy to be safe!
Let's get out of the sand and find
a place to catch our breath.","Whoops! I should have known that
thing was too flimsy to be safe!
Let's get out of the sand and find
a place to catch our breath.",""
"Hint_V1_11","Staying at a fancy hotel, and
relaxing in a huge garden...  The ultimate indulgence, isn't it?","Staying at a fancy hotel, and
relaxing in a huge garden...  The ultimate indulgence, isn't it?",""
"Hint_V2_36","We should have all the missing
pages from the Sea Journal now.
Let's show them to the captain!","We should have all the missing
pages from the Sea Journal now.
Let's show them to the captain!",""
"Letter_Peach08","Mario! I've been kidnapped by
Bowser! And...he seems different
somehow. I mean besides all of the
black paint, obviously.  Anyway, it doesn't seem he intends
to harm me, but I'd still appreciate
it if you could rescue me ASAP!  I'm not quite sure where this airship 
is headed yet, but I'll send you
another Holo-Peach once I find out.
- Peach","Mario! I've been kidnapped by
Bowser! And...he seems different
somehow. I mean besides all of the
black paint, obviously.  Anyway, it doesn't seem he intends
to harm me, but I'd still appreciate
it if you could rescue me ASAP!  I'm not quite sure where this airship 
is headed yet, but I'll send you
another Holo-Peach once I find out.
- Peach",""
"Hint_BB_07","The paint smell is getting stronger.
We're close to the Big Paint Star!","The paint smell is getting stronger.
We're close to the Big Paint Star!",""
"Hint_Y3_06","I hope we can figure out a way to
reunite the professor and Princess.  Say, have you tried pressing 
lately? Maybe in a place where
Princess used to hang out?","I hope we can figure out a way to
reunite the professor and Princess.  Say, have you tried pressing 
lately? Maybe in a place where
Princess used to hang out?",""
"Hint_Y4_12","Let's help the chef get out of here!
Maybe then he'll let us into his café
so we can get that Paint Star...","Let's help the chef get out of here!
Maybe then he'll let us into his café
so we can get that Paint Star...",""
"Hint_V1_12","I guess we need something to
float on if we're going to
watch the show.","I guess we need something to
float on if we're going to
watch the show.",""
"Hint_V2_37","Let's show the captain the scraps
of paper we found in the ship.","Let's show the captain the scraps
of paper we found in the ship.",""
"Letter_JKMajin_01","The legendary king of Roshambo has
appeared to defend his throne! 
Defeat him to claim a special card.  He awaits you at
Roshambo Temple #1!","The legendary king of Roshambo has
appeared to defend his throne! 
Defeat him to claim a special card.  He awaits you at
Roshambo Temple #1!",""
"Hint_R3_01","Man, it's hot! Good thing I'm not
wearing any clothes. Don't think
too hard about that.","Man, it's hot! Good thing I'm not
wearing any clothes. Don't think
too hard about that.",""
"Hint_Y3_07","Ooh, I love gifts. Let's go inside the
professor's house and see what
he's got for us!","Ooh, I love gifts. Let's go inside the
professor's house and see what
he's got for us!",""
"Hint_Y4_13","Without a way to get through
the pipe...maybe you should
try pressing !","Without a way to get through
the pipe...maybe you should
try pressing !",""
"Hint_G3_10","Paint works in mysterious ways. Not
even I understand it fully! Anyway,
if you ever feel nostalgic, I'm sure
we can go back in the monitor.","Paint works in mysterious ways. Not
even I understand it fully! Anyway,
if you ever feel nostalgic, I'm sure
we can go back in the monitor.",""
"Hint_V1_13","If we don't defeat Petea Piranha, we
won't be able to get the teapot.","If we don't defeat Petea Piranha, we
won't be able to get the teapot.",""
"Hint_V2_38","Do you see that weird spot on the
rocks way out there? Think you
could hit it with a well-placed
cannon shot?","Do you see that weird spot on the
rocks way out there? Think you
could hit it with a well-placed
cannon shot?",""
"Hint_R3_02","I don't think we can do anything
else here for now. Let's give up
for now and try again later.","I don't think we can do anything
else here for now. Let's give up
for now and try again later.",""
"Hint_BB_09","Apparently the café barista is a
Rescue Squad plant. We're supposed
to order something from him, but
I'm not sure what.","Apparently the café barista is a
Rescue Squad plant. We're supposed
to order something from him, but
I'm not sure what.",""
"Hint_Y3_08","Boy, Princess really lives up to her
name, doesn't she? ʼOf course, she
could also live up to the name
Bruiser or Crusher or Goliath...","Boy, Princess really lives up to her
name, doesn't she? ʼOf course, she
could also live up to the name
Bruiser or Crusher or Goliath...",""
"Hint_Y4_14","All right! Now, let's repaint this pipe
and then go get the chef!","All right! Now, let's repaint this pipe
and then go get the chef!",""
"Hint_G3_11","What's up with those red pipes,
Mario? Maybe we should see
where they lead...","What's up with those red pipes,
Mario? Maybe we should see
where they lead...",""
"Hint_V1_14","All right, let's wring out the teapot
and move on!","All right, let's wring out the teapot
and move on!",""
"Hint_V2_39","Well, we definitely need wind, but it
seems like something else is missing.
Let's talk to the captain.","Well, we definitely need wind, but it
seems like something else is missing.
Let's talk to the captain.",""
"Hint_R3_03","There's something BIG up ahead...
I just know it. Let's go see what it is!","There's something BIG up ahead...
I just know it. Let's go see what it is!",""
"Hint_Y3_09","Well, we've got a permit for the
excavation site, so we might as
well use it! Let's go check it out.","Well, we've got a permit for the
excavation site, so we might as
well use it! Let's go check it out.",""
"Hint_G3_12","It's time to head back to the real
world, Mario. Find the flag, and
let's get out of here!","It's time to head back to the real
world, Mario. Find the flag, and
let's get out of here!",""
"Hint_V1_15","There was something colorful by the
side of the stage, remember?","There was something colorful by the
side of the stage, remember?",""
"Hint_VB_12","Did you notice how the torch
lanterns were lined up in the normal
world? I wonder if there's any
connection with the parallel world...","Did you notice how the torch
lanterns were lined up in the normal
world? I wonder if there's any
connection with the parallel world...",""
"Hint_KP_20","All right, back to the task at
hand. Defeating Bowser and
saving Princess Peach!","All right, back to the task at
hand. Defeating Bowser and
saving Princess Peach!",""
"Hint_R3_04","We need to stop Draggadon!
Isn't there something heavy we can
drop on his head to calm him down?","We need to stop Draggadon!
Isn't there something heavy we can
drop on his head to calm him down?",""
"Hint_R4_10","I think maybe if you backtrack a
little bit, you can sprint all the
way across. Say, from the third
platform back to the second...","I think maybe if you backtrack a
little bit, you can sprint all the
way across. Say, from the third
platform back to the second...",""
"Hint_Y4_16","I bet that orange pipe would take
us back to the surface...","I bet that orange pipe would take
us back to the surface...",""
"Hint_O1_10","There was a cave-in way up near
the top of the site. Let's get up
there to help!","There was a cave-in way up near
the top of the site. Let's get up
there to help!",""
"Hint_G3_13","Let's go back inside and take
another look at that monitor.
If only we could get INSIDE it!","Let's go back inside and take
another look at that monitor.
If only we could get INSIDE it!",""
"Hint_R3_05","That's quite a bump on Draggadon's
head. Do...do you think we could
ride it?","That's quite a bump on Draggadon's
head. Do...do you think we could
ride it?",""
"Hint_R4_11","When in doubt, press !
It won't hurt anything, so  not!","When in doubt, press !
It won't hurt anything, so  not!",""
"Hint_RB_10","Let's infiltrate the ship and reclaim
the paint in that bucket!","Let's infiltrate the ship and reclaim
the paint in that bucket!",""
"Hint_Y4_17","This is a tough one. But there
must be a weak point somewhere
around here. Have you checked
the floor?","This is a tough one. But there
must be a weak point somewhere
around here. Have you checked
the floor?",""
"Hint_O1_11","Think we can make some use out
of that giant bone? Might as well
take it.","Think we can make some use out
of that giant bone? Might as well
take it.",""
"Hint_G3_14","That Paint Star sure looks weird in
here, but it's no different from any
other Paint Star. Go get it!","That Paint Star sure looks weird in
here, but it's no different from any
other Paint Star. Go get it!",""
"Hint_R3_06","I wonder what Draggadons eat.
Probably spicy stuff. Helps with
the fire breath.","I wonder what Draggadons eat.
Probably spicy stuff. Helps with
the fire breath.",""
"Hint_R4_12","Can you believe there was a Mini
Paint Star hiding in here? Let's
grab it!","Can you believe there was a Mini
Paint Star hiding in here? Let's
grab it!",""
"Hint_Y4_18","The chef must be locked away down
here somewhere. Let's go find him!
Try hitting anything suspicious with
your hammer.","The chef must be locked away down
here somewhere. Let's go find him!
Try hitting anything suspicious with
your hammer.",""
"Hint_O1_12","I can smell paint coming from the
wall that monster destroyed. Let's
go check it out!","I can smell paint coming from the
wall that monster destroyed. Let's
go check it out!",""
"Hint_VB_15","I'm sure that if we get rid of the
smoke here, the smoke in the normal
world will disappear, too!","I'm sure that if we get rid of the
smoke here, the smoke in the normal
world will disappear, too!",""
"G_Circus_Poster01"," Presenting...
 ★ The Emerald Circus ★
 It's fun, we promise!"," Presenting...
 ★ The Emerald Circus ★
 It's fun, we promise!",""
"Hint_R3_07","Heehee! Look at us go! I bet we
could ride him ANYWHERE now.
Let's use him to go look for the
Paint Star!","Heehee! Look at us go! I bet we
could ride him ANYWHERE now.
Let's use him to go look for the
Paint Star!",""
"Hint_R4_13","I smell paint coming from behind the
waterfall in the hot spring...","I smell paint coming from behind the
waterfall in the hot spring...",""
"Hint_RB_12","Let's enter the Crimson Tower
and search for the Big Paint Star!","Let's enter the Crimson Tower
and search for the Big Paint Star!",""
"Hint_B1_20","That smell is unmistakable!
There must be a Mini Paint Star near.","That smell is unmistakable!
There must be a Mini Paint Star near.",""
"Hint_Y4_19","With that card key, we should be
able to use the elevator and unlock
cell doors as we please. Who's the
warden now, Snifits? Bahaha!","With that card key, we should be
able to use the elevator and unlock
cell doors as we please. Who's the
warden now, Snifits? Bahaha!",""
"Hint_O1_13","Yes! Grab the Paint Star, and we'll
be on our way.","Yes! Grab the Paint Star, and we'll
be on our way.",""
"Hint_OB_10","Let's wish upon the Big Paint Star!","Let's wish upon the Big Paint Star!",""
"Hint_VB_16","Let's go see if the smoke has cleared
from that room back in the normal
world.","Let's go see if the smoke has cleared
from that room back in the normal
world.",""
"G_Circus_Poster02"," ★ The Emerald Circus ★
 Nail-biting, edge-of-your-seat fun!"," ★ The Emerald Circus ★
 Nail-biting, edge-of-your-seat fun!",""
"Hint_R3_08","Let's grab the Paint Star and get
going, Mario!","Let's grab the Paint Star and get
going, Mario!",""
"Hint_R4_14","What's the rush, Mario? You deserve
a good soak! Get back in there and
warm up a bit, why don't you?","What's the rush, Mario? You deserve
a good soak! Get back in there and
warm up a bit, why don't you?",""
"Hint_RB_13","This place sure is big. I wonder where
the Big Paint Star could be.","This place sure is big. I wonder where
the Big Paint Star could be.",""
"Hint_Y2_11","That's strange. We still can't get
anywhere! Let's take a careful
look at that sign over there.","That's strange. We still can't get
anywhere! Let's take a careful
look at that sign over there.",""
"Hint_O1_14","I think we just did the Toads' job
for them by excavating that huge
fossil. Let's move on to a new area.","I think we just did the Toads' job
for them by excavating that huge
fossil. Let's move on to a new area.",""
"Hint_OB_11","That train sure ran into one disaster
after another... I'm glad that we can
laugh about it now!","That train sure ran into one disaster
after another... I'm glad that we can
laugh about it now!",""
"G_Circus_Poster03"," ★ Experience the Emerald Circus ★
 Starring the amazing and mysterious
 illusionist of the century!"," ★ Experience the Emerald Circus ★
 Starring the amazing and mysterious
 illusionist of the century!",""
"Letter_JKMajin_09","Mario,
First of all, we wanted to thank you
for the great fights. We've never
faced an opponent as fierce as you.  We may be out of the game, but
we're happy to know that a new king
of Roshambo reigns supreme.  The Roshambo world will look to you
now for guidance. Treat it well.
And long live the king!
 - The Rock Paper Wizards","Mario,
First of all, we wanted to thank you
for the great fights. We've never
faced an opponent as fierce as you.  We may be out of the game, but
we're happy to know that a new king
of Roshambo reigns supreme.  The Roshambo world will look to you
now for guidance. Treat it well.
And long live the king!
 - The Rock Paper Wizards",""
"Hint_R4_15","I do smell a little bit of paint, but
it's far off. Still, there's definitely
a Mini Paint Star SOMEWHERE in
this place...","I do smell a little bit of paint, but
it's far off. Still, there's definitely
a Mini Paint Star SOMEWHERE in
this place...",""
"Hint_RB_14","Let's head for the top of the tower.
The Big Paint Star is definitely up
there!","Let's head for the top of the tower.
The Big Paint Star is definitely up
there!",""
"Hint_O1_15","Where did Draggadon fly off to?
Maybe we should ask the professor.","Where did Draggadon fly off to?
Maybe we should ask the professor.",""
"Hint_OB_12","I don't think we can beat Larry if
he keeps using the smoke like that.
Maybe we should talk to the Know-
it-All Toad in Port Prisma...","I don't think we can beat Larry if
he keeps using the smoke like that.
Maybe we should talk to the Know-
it-All Toad in Port Prisma...",""
"G_Circus_Poster04"," ★ Feast Your Eyes ★
 on fantastic fire-breathing beasts
 at the Emerald Circus.
 WHAMMO!"," ★ Feast Your Eyes ★
 on fantastic fire-breathing beasts
 at the Emerald Circus.
 WHAMMO!",""
"Hint_R4_16","So I guess the Thing that can melt
that huge ice block in that freezer
is somewhere in this volcano.
Let's look for it.","So I guess the Thing that can melt
that huge ice block in that freezer
is somewhere in this volcano.
Let's look for it.",""
"Hint_Y2_13","All right! Grab that Mini Paint Star,
and let's be on our way!","All right! Grab that Mini Paint Star,
and let's be on our way!",""
"Hint_O1_16","Even paper can be fossilized. In a
billion years, that could be us in
that cliff. Really makes you think,
huh?","Even paper can be fossilized. In a
billion years, that could be us in
that cliff. Really makes you think,
huh?",""
"Hint_OB_13","Didn't you find an Unfurl Block
around here? Get to Unfurlin'
something!","Didn't you find an Unfurl Block
around here? Get to Unfurlin'
something!",""
"Hint_V4_01","We should've just gone with the
captain. Let's check out the
lighthouse.","We should've just gone with the
captain. Let's check out the
lighthouse.",""
"Hint_RB_16","Those Shy Guys are working against
us! Let's surprise them from below!","Those Shy Guys are working against
us! Let's surprise them from below!",""
"Hint_Y2_14","Let's get out of here before we get
creamed by another one of those
black paint bombs.","Let's get out of here before we get
creamed by another one of those
black paint bombs.",""
